Transaction_ID,Date,Customer_ID,Amount,Category,Payment_Method,Location
4111,2024-02-14,CUST44,5.17,Electronics,Cash,Chicago
4112,2024-05-23,CUST636,483.99,Clothing,Credit Card,New York
4113,2024-07-15,CUST660,480.28,Clothing,Credit Card,Los Angeles
4114,2024-03-11,CUST59,390.44,Books,PayPal,New York
4115,2024-08-02,CUST759,136.63,Electronics,Credit Card,Chicago
4116,2024-04-12,CUST810,203.06,Groceries,Debit Card,Miami
4117,2024-11-25,CUST251,349.86,Books,Cash,Miami
4118,2024-09-26,CUST717,117.84,Books,Debit Card,Houston
4119,2024-05-07,CUST841,25.34,Groceries,Cash,Miami
4120,2024-11-18,CUST575,220.77,Books,Debit Card,Chicago
4121,2024-10-05,CUST9,492.58,Groceries,Debit Card,New York
4122,2024-01-10,CUST159,200.62,Groceries,Credit Card,Houston
4123,2024-07-14,CUST874,79.91,Home,Debit Card,Houston
4124,2024-07-02,CUST108,493.82,Books,Credit Card,New York
4125,2024-09-02,CUST298,265.97,Electronics,Cash,Houston
4126,2024-10-05,CUST385,302.96,Home,Credit Card,Houston
4127,2024-09-05,CUST163,38.73,Electronics,PayPal,Chicago
4128,2024-06-25,CUST584,15.92,Books,PayPal,New York
4129,2024-10-16,CUST409,417.35,Electronics,Debit Card,Chicago
4130,2024-09-14,CUST875,49.15,Home,PayPal,New York
4131,2024-06-13,CUST75,41.56,Home,Credit Card,Chicago
4132,2024-07-17,CUST229,499.36,Home,Cash,Miami
4133,2024-05-18,CUST398,60.91,Books,Cash,Los Angeles
4134,2024-04-02,CUST896,448.55,Groceries,Cash,Chicago
4135,2024-01-14,CUST474,497.14,Groceries,Cash,New York
4136,2024-06-12,CUST686,127.9,Books,PayPal,Chicago
4137,2024-11-01,CUST96,332.28,Clothing,Debit Card,Houston
4138,2024-04-22,CUST358,493.63,Electronics,Credit Card,New York
4139,2024-01-16,CUST478,321.85,Electronics,Credit Card,Miami
4140,2024-05-23,CUST480,85.81,Groceries,Credit Card,Chicago
4141,2024-01-30,CUST658,411.27,Books,PayPal,New York
4142,2024-08-29,CUST548,106.26,Books,Credit Card,Chicago
4143,2024-09-28,CUST922,206.65,Groceries,PayPal,Los Angeles
4144,2024-07-02,CUST838,120.16,Clothing,PayPal,Houston
4145,2024-10-26,CUST477,240.18,Clothing,Debit Card,Houston
4146,2024-04-29,CUST112,206.78,Home,PayPal,New York
4147,2024-03-22,CUST88,5.21,Home,Cash,Los Angeles
4148,2024-02-21,CUST185,97.36,Groceries,Credit Card,New York
4149,2024-05-06,CUST750,128.07,Home,Cash,Chicago
4150,2024-12-02,CUST111,459.58,Home,Debit Card,Los Angeles
4151,2024-05-03,CUST940,164.0,Home,Cash,Miami
4152,2024-05-16,CUST983,257.97,Groceries,Debit Card,Houston
4153,2024-09-30,CUST945,203.3,Groceries,Debit Card,New York
4154,2024-01-29,CUST407,390.98,Books,Cash,New York
4155,2024-04-22,CUST787,351.66,Groceries,Credit Card,Chicago
4156,2024-10-21,CUST444,455.45,Home,PayPal,New York
4157,2024-07-17,CUST205,183.36,Home,PayPal,New York
4158,2024-06-30,CUST412,478.29,Clothing,Debit Card,New York
4159,2024-03-29,CUST337,376.49,Electronics,PayPal,Houston
4160,2024-03-31,CUST67,250.32,Clothing,PayPal,Los Angeles
4161,2024-05-01,CUST325,134.78,Groceries,Cash,Houston
4162,2024-10-30,CUST351,310.06,Electronics,PayPal,New York
4163,2024-06-11,CUST619,217.31,Groceries,Cash,Chicago
4164,2024-12-23,CUST498,326.89,Clothing,Cash,Los Angeles
4165,2024-07-02,CUST218,437.16,Clothing,Debit Card,Chicago
4166,2024-10-29,CUST720,350.02,Home,Cash,Miami
4167,2024-01-15,CUST760,140.43,Electronics,Debit Card,Los Angeles
4168,2024-12-26,CUST488,394.91,Electronics,Debit Card,Chicago
4169,2024-12-24,CUST118,211.11,Electronics,Credit Card,New York
4170,2024-06-29,CUST286,423.34,Clothing,PayPal,New York
4171,2024-10-17,CUST466,237.67,Home,PayPal,Houston
4172,2024-10-15,CUST40,371.47,Groceries,Cash,New York
4173,2024-03-13,CUST559,448.8,Electronics,Cash,Houston
4174,2024-10-15,CUST160,466.02,Books,Cash,Chicago
4175,2024-04-06,CUST972,37.34,Groceries,Debit Card,New York
4176,2024-09-09,CUST482,260.31,Home,Cash,Chicago
4177,2024-10-04,CUST150,351.6,Books,Cash,Houston
4178,2024-06-07,CUST656,299.3,Groceries,Cash,Los Angeles
4179,2024-03-30,CUST219,288.75,Electronics,Credit Card,Chicago
4180,2024-09-08,CUST328,275.58,Home,Cash,Chicago
4181,2024-01-20,CUST582,25.71,Home,PayPal,Los Angeles
4182,2024-02-16,CUST33,272.82,Electronics,Credit Card,New York
4183,2024-01-29,CUST616,454.24,Clothing,Credit Card,New York
4184,2024-04-29,CUST793,6.41,Home,PayPal,Houston
4185,2024-11-04,CUST390,203.35,Electronics,Debit Card,Los Angeles
4186,2024-04-22,CUST64,417.5,Clothing,PayPal,Houston
4187,2024-01-11,CUST959,77.0,Books,Credit Card,New York
4188,2024-09-26,CUST828,139.39,Electronics,PayPal,Los Angeles
4189,2024-09-01,CUST371,224.21,Books,Credit Card,Los Angeles
4190,2024-01-01,CUST809,209.78,Home,PayPal,New York
4191,2024-06-18,CUST441,424.66,Home,Debit Card,Houston
4192,2024-11-10,CUST485,56.77,Books,Credit Card,Los Angeles
4193,2024-04-13,CUST219,117.1,Clothing,Debit Card,Chicago
4194,2024-03-07,CUST56,166.59,Home,PayPal,New York
4195,2024-06-23,CUST217,96.43,Clothing,Cash,Miami
4196,2024-03-31,CUST889,200.29,Home,Credit Card,Chicago
4197,2024-06-14,CUST24,191.38,Books,Debit Card,Chicago
4198,2024-01-31,CUST976,136.19,Books,PayPal,Los Angeles
4199,2024-01-12,CUST777,213.98,Electronics,Cash,Chicago
4200,2024-03-16,CUST701,333.27,Home,Cash,New York
4201,2024-10-27,CUST434,310.62,Electronics,Cash,Miami
4202,2024-12-26,CUST277,457.99,Books,Credit Card,Miami
4203,2024-03-13,CUST259,350.95,Groceries,Cash,Houston
4204,2024-02-26,CUST651,292.98,Home,Debit Card,New York
4205,2024-09-26,CUST181,349.76,Electronics,PayPal,Miami
4206,2024-07-05,CUST86,277.03,Books,PayPal,Houston
4207,2024-02-07,CUST146,159.25,Clothing,Cash,Miami
4208,2024-07-10,CUST71,255.83,Books,Cash,Los Angeles
4209,2024-12-26,CUST281,285.77,Groceries,Credit Card,Chicago
4210,2024-12-05,CUST415,345.9,Clothing,Cash,Los Angeles
4211,2024-07-21,CUST84,434.03,Home,PayPal,Los Angeles
4212,2024-10-27,CUST306,167.03,Clothing,Credit Card,Houston
4213,2024-02-21,CUST895,296.23,Home,Debit Card,New York
4214,2024-06-21,CUST730,489.55,Books,Credit Card,New York
4215,2024-06-03,CUST463,402.77,Electronics,Credit Card,New York
4216,2024-06-14,CUST893,29.4,Groceries,Credit Card,Miami
4217,2024-03-10,CUST430,66.44,Groceries,PayPal,Miami
4218,2024-03-21,CUST538,71.71,Clothing,Debit Card,Miami
4219,2024-08-11,CUST220,301.56,Electronics,Cash,Los Angeles
4220,2024-11-23,CUST686,94.39,Home,Debit Card,New York
4221,2024-09-06,CUST915,423.19,Books,Debit Card,Miami
4222,2024-11-28,CUST266,391.62,Clothing,Cash,New York
4223,2024-06-11,CUST189,497.37,Clothing,PayPal,Chicago
4224,2024-03-30,CUST851,126.97,Groceries,PayPal,New York
4225,2024-12-28,CUST56,464.73,Groceries,Credit Card,New York
4226,2024-10-14,CUST95,445.13,Electronics,Credit Card,Miami
4227,2024-12-21,CUST917,27.02,Home,Debit Card,Miami
4228,2024-11-10,CUST924,61.13,Books,PayPal,Miami
4229,2024-07-01,CUST439,239.87,Home,PayPal,New York
4230,2024-04-24,CUST351,214.13,Home,PayPal,Los Angeles
4231,2024-12-06,CUST987,365.46,Groceries,Credit Card,Miami
4232,2024-10-28,CUST772,117.4,Home,PayPal,Houston
4233,2024-03-30,CUST305,300.02,Groceries,Debit Card,New York
4234,2024-07-12,CUST169,377.59,Books,PayPal,Miami
4235,2024-06-06,CUST204,279.84,Groceries,Cash,Los Angeles
4236,2024-12-18,CUST358,200.47,Clothing,PayPal,Los Angeles
4237,2024-05-30,CUST965,213.52,Home,Debit Card,Miami
4238,2024-03-06,CUST430,128.03,Clothing,PayPal,Miami
4239,2024-03-31,CUST494,488.05,Books,Debit Card,Houston
4240,2024-01-01,CUST487,325.57,Home,PayPal,Chicago
4241,2024-12-25,CUST549,54.5,Clothing,Debit Card,New York
4242,2024-10-20,CUST706,291.74,Clothing,Cash,Chicago
4243,2024-07-19,CUST803,167.19,Home,Cash,Miami
4244,2024-10-17,CUST165,301.75,Clothing,PayPal,Chicago
4245,2024-01-17,CUST989,192.6,Home,Credit Card,Miami
4246,2024-04-03,CUST714,8.8,Electronics,Cash,Los Angeles
4247,2024-11-04,CUST448,17.26,Electronics,Cash,Chicago
4248,2024-06-11,CUST364,329.75,Home,PayPal,Chicago
4249,2024-11-09,CUST935,288.34,Clothing,PayPal,Los Angeles
4250,2024-04-23,CUST710,404.46,Clothing,Cash,Chicago
4251,2024-11-23,CUST585,152.86,Clothing,Debit Card,Chicago
4252,2024-10-16,CUST399,485.78,Books,Cash,New York
4253,2024-02-23,CUST843,128.86,Clothing,PayPal,Los Angeles
4254,2024-09-11,CUST11,28.24,Electronics,PayPal,Houston
4255,2024-03-13,CUST575,460.65,Groceries,Debit Card,Houston
4256,2024-06-18,CUST802,499.33,Home,PayPal,Chicago
4257,2024-02-09,CUST916,342.79,Home,Credit Card,Los Angeles
4258,2024-05-01,CUST612,140.62,Books,Debit Card,Houston
4259,2024-06-26,CUST204,452.0,Groceries,Debit Card,Los Angeles
4260,2024-06-12,CUST80,431.47,Home,PayPal,Miami
4261,2024-03-26,CUST741,308.63,Books,PayPal,Houston
4262,2024-11-21,CUST684,218.51,Groceries,Cash,Miami
4263,2024-02-15,CUST593,208.18,Groceries,Cash,Houston
4264,2024-12-28,CUST632,166.8,Groceries,Credit Card,Houston
4265,2024-12-09,CUST149,220.72,Groceries,Credit Card,Chicago
4266,2024-11-23,CUST332,85.11,Home,Cash,Miami
4267,2024-06-20,CUST681,410.99,Electronics,PayPal,New York
4268,2024-08-16,CUST844,466.04,Home,Debit Card,New York
4269,2024-01-06,CUST962,160.8,Groceries,Debit Card,New York
4270,2024-05-15,CUST752,433.26,Books,Cash,Chicago
4271,2024-04-17,CUST761,247.56,Books,Debit Card,New York
4272,2024-05-07,CUST846,224.33,Home,PayPal,Los Angeles
4273,2024-12-20,CUST755,271.07,Clothing,Cash,Miami
4274,2024-02-04,CUST751,19.45,Groceries,PayPal,Los Angeles
4275,2024-06-28,CUST325,228.06,Books,Debit Card,Houston
4276,2024-05-11,CUST15,476.73,Books,Debit Card,Los Angeles
4277,2024-02-25,CUST155,385.16,Home,Cash,Chicago
4278,2024-01-01,CUST919,482.56,Books,Cash,Los Angeles
4279,2024-01-25,CUST470,100.18,Home,PayPal,New York
4280,2024-07-16,CUST957,255.68,Groceries,Credit Card,Houston
4281,2024-08-12,CUST152,306.26,Books,Debit Card,Houston
4282,2024-08-02,CUST512,215.45,Clothing,Credit Card,Houston
4283,2024-03-26,CUST886,125.05,Electronics,Debit Card,Houston
4284,2024-07-30,CUST325,392.2,Clothing,PayPal,Miami
4285,2024-09-09,CUST117,132.75,Books,PayPal,Miami
4286,2024-07-12,CUST812,205.2,Clothing,Credit Card,Los Angeles
4287,2024-06-28,CUST994,193.72,Electronics,Cash,Houston
4288,2024-10-06,CUST691,69.75,Groceries,Credit Card,Houston
4289,2024-07-11,CUST417,318.6,Books,Credit Card,Houston
4290,2024-02-21,CUST270,386.36,Books,PayPal,Miami
4291,2024-09-02,CUST534,171.57,Books,Credit Card,New York
4292,2024-10-22,CUST740,148.15,Home,PayPal,New York
4293,2024-11-29,CUST4,58.66,Clothing,Credit Card,Houston
4294,2024-12-17,CUST462,318.15,Home,Debit Card,New York
4295,2024-04-25,CUST966,303.81,Home,PayPal,Miami
4296,2024-03-24,CUST853,176.78,Groceries,Debit Card,Los Angeles
4297,2024-08-19,CUST878,463.05,Books,Cash,Chicago
4298,2024-02-07,CUST129,9.53,Home,PayPal,New York
4299,2024-01-18,CUST650,466.3,Groceries,Cash,Miami
4300,2024-05-30,CUST461,215.62,Books,PayPal,Miami
4301,2024-01-11,CUST655,428.51,Electronics,Debit Card,Los Angeles
4302,2024-06-12,CUST993,63.62,Electronics,PayPal,Chicago
4303,2024-05-13,CUST593,80.32,Books,Credit Card,New York
4304,2024-02-23,CUST100,94.62,Home,Debit Card,Los Angeles
4305,2024-02-07,CUST38,382.21,Groceries,Cash,Los Angeles
4306,2024-06-24,CUST224,228.7,Clothing,Cash,New York
4307,2024-03-28,CUST764,482.35,Groceries,Debit Card,Chicago
4308,2024-07-11,CUST193,241.79,Groceries,PayPal,Houston
4309,2024-03-23,CUST431,330.04,Books,Debit Card,Miami
4310,2024-02-08,CUST714,158.76,Electronics,PayPal,Los Angeles
4311,2024-10-07,CUST560,71.5,Electronics,Cash,New York
4312,2024-02-17,CUST793,161.42,Home,Credit Card,Miami
4313,2024-06-22,CUST171,38.33,Home,PayPal,Los Angeles
4314,2024-10-31,CUST616,18.74,Groceries,Debit Card,Los Angeles
4315,2024-11-10,CUST387,44.14,Groceries,Cash,Houston
4316,2024-09-04,CUST222,144.06,Books,Debit Card,Houston
4317,2024-12-26,CUST357,491.83,Books,Credit Card,New York
4318,2024-01-16,CUST215,50.69,Clothing,PayPal,Houston
4319,2024-08-08,CUST976,455.81,Books,Credit Card,Los Angeles
4320,2024-11-30,CUST196,426.63,Home,PayPal,New York
4321,2024-03-25,CUST996,408.57,Groceries,Debit Card,New York
4322,2024-11-06,CUST696,129.34,Books,Credit Card,Houston
4323,2024-08-10,CUST591,399.46,Books,Cash,Los Angeles
4324,2024-03-21,CUST979,321.51,Electronics,Debit Card,Miami
4325,2024-01-28,CUST15,496.72,Books,Debit Card,Chicago
4326,2024-02-21,CUST380,8.03,Groceries,PayPal,New York
4327,2024-06-18,CUST834,452.7,Books,Cash,Los Angeles
4328,2024-04-15,CUST373,270.74,Electronics,Credit Card,Houston
4329,2024-04-07,CUST17,58.63,Home,Credit Card,Houston
4330,2024-07-28,CUST310,296.46,Groceries,Cash,New York
4331,2024-12-22,CUST919,491.08,Groceries,Cash,Miami
4332,2024-10-10,CUST315,243.19,Home,Debit Card,Houston
4333,2024-10-03,CUST515,249.79,Home,Cash,Miami
4334,2024-05-15,CUST839,281.62,Groceries,Debit Card,Houston
4335,2024-12-04,CUST889,101.96,Clothing,Debit Card,New York
4336,2024-05-24,CUST128,44.17,Electronics,Cash,New York
4337,2024-06-01,CUST717,291.03,Electronics,PayPal,New York
4338,2024-05-01,CUST512,441.83,Home,Debit Card,Miami
4339,2024-02-19,CUST665,182.39,Clothing,Debit Card,Chicago
4340,2024-01-26,CUST467,465.71,Books,Credit Card,New York
4341,2024-07-20,CUST424,449.15,Home,PayPal,Los Angeles
4342,2024-10-19,CUST421,465.84,Clothing,Credit Card,Miami
4343,2024-10-08,CUST361,140.23,Electronics,Credit Card,New York
4344,2024-09-08,CUST361,71.78,Electronics,Cash,Miami
4345,2024-03-19,CUST849,360.55,Groceries,Credit Card,Los Angeles
4346,2024-01-28,CUST556,397.3,Clothing,Cash,Houston
4347,2024-07-03,CUST437,427.11,Electronics,Credit Card,Houston
4348,2024-01-02,CUST536,321.1,Electronics,Debit Card,Houston
4349,2024-08-06,CUST998,215.37,Books,Debit Card,Los Angeles
4350,2024-02-14,CUST784,77.9,Home,Debit Card,Houston
4351,2024-05-30,CUST344,59.9,Groceries,Credit Card,New York
4352,2024-12-04,CUST117,86.49,Clothing,PayPal,Miami
4353,2024-11-16,CUST949,105.93,Clothing,PayPal,Houston
4354,2024-11-03,CUST181,129.36,Books,PayPal,Los Angeles
4355,2024-09-02,CUST470,369.03,Clothing,Credit Card,Los Angeles
4356,2024-04-12,CUST439,442.83,Clothing,PayPal,Los Angeles
4357,2024-02-19,CUST383,174.36,Home,Debit Card,Miami
4358,2024-01-14,CUST182,217.89,Books,Cash,Miami
4359,2024-04-15,CUST567,349.73,Home,Cash,Chicago
4360,2024-03-28,CUST610,366.1,Clothing,Credit Card,New York
4361,2024-11-22,CUST167,433.87,Books,Debit Card,Houston
4362,2024-05-29,CUST556,268.48,Home,Credit Card,Houston
4363,2024-02-11,CUST447,233.3,Clothing,Debit Card,Houston
4364,2024-08-30,CUST391,178.43,Groceries,Credit Card,Houston
4365,2024-02-29,CUST292,410.41,Groceries,Debit Card,Houston
4366,2024-06-06,CUST866,88.56,Groceries,Cash,New York
4367,2024-07-22,CUST676,491.78,Home,Credit Card,Chicago
4368,2024-08-29,CUST706,474.25,Electronics,Debit Card,Chicago
4369,2024-09-07,CUST697,91.54,Home,Credit Card,New York
4370,2024-12-04,CUST448,68.32,Home,Credit Card,Miami
4371,2024-05-15,CUST650,337.52,Books,Debit Card,New York
4372,2024-02-16,CUST291,348.88,Groceries,Cash,New York
4373,2024-11-24,CUST719,120.12,Electronics,Cash,Chicago
4374,2024-10-05,CUST636,165.53,Electronics,Cash,New York
4375,2024-07-17,CUST961,130.34,Home,Cash,Miami
4376,2024-04-04,CUST948,399.47,Electronics,Cash,New York
4377,2024-07-08,CUST928,490.07,Books,Cash,Miami
4378,2024-07-14,CUST878,137.84,Electronics,Cash,Los Angeles
4379,2024-07-08,CUST102,20.56,Clothing,Debit Card,New York
4380,2024-04-05,CUST90,472.56,Clothing,Cash,Houston
4381,2024-08-16,CUST826,130.96,Books,PayPal,Miami
4382,2024-01-23,CUST858,328.15,Home,Cash,Los Angeles
4383,2024-05-14,CUST107,146.18,Electronics,Cash,Chicago
4384,2024-08-13,CUST92,236.28,Electronics,PayPal,New York
4385,2024-08-26,CUST666,371.18,Books,PayPal,Miami
4386,2024-05-14,CUST17,435.59,Clothing,PayPal,Miami
4387,2024-04-25,CUST632,423.53,Groceries,PayPal,New York
4388,2024-05-17,CUST955,42.97,Clothing,PayPal,Chicago
4389,2024-10-15,CUST422,74.27,Books,Credit Card,Chicago
4390,2024-02-01,CUST107,100.81,Home,Debit Card,Houston
4391,2024-03-18,CUST509,467.65,Groceries,PayPal,Chicago
4392,2024-12-22,CUST768,492.44,Groceries,Credit Card,Chicago
4393,2024-12-07,CUST770,146.31,Groceries,PayPal,New York
4394,2024-02-19,CUST639,270.95,Electronics,PayPal,Miami
4395,2024-02-13,CUST950,383.85,Books,Debit Card,Miami
4396,2024-12-08,CUST558,366.83,Books,PayPal,Chicago
4397,2024-06-25,CUST103,248.17,Books,Credit Card,New York
4398,2024-10-04,CUST649,470.34,Books,Credit Card,Los Angeles
4399,2024-07-30,CUST455,368.05,Groceries,Credit Card,Chicago
4400,2024-10-28,CUST516,491.73,Electronics,Debit Card,Los Angeles
4401,2024-04-26,CUST596,228.12,Books,Cash,Houston
4402,2024-10-10,CUST826,451.08,Clothing,Debit Card,New York
4403,2024-02-01,CUST34,202.08,Home,PayPal,Houston
4404,2024-07-17,CUST684,107.11,Clothing,PayPal,New York
4405,2024-09-24,CUST297,333.93,Groceries,Debit Card,Chicago
4406,2024-08-02,CUST873,324.31,Electronics,Debit Card,New York
4407,2024-10-01,CUST431,340.87,Home,Credit Card,Los Angeles
4408,2024-12-17,CUST217,87.35,Groceries,Debit Card,Miami
4409,2024-08-31,CUST229,89.01,Groceries,Debit Card,Miami
4410,2024-10-20,CUST796,99.86,Books,Debit Card,Miami
4411,2024-04-30,CUST466,417.14,Groceries,Debit Card,New York
4412,2024-08-31,CUST565,271.75,Clothing,Credit Card,Houston
4413,2024-06-02,CUST391,344.12,Groceries,Debit Card,Houston
4414,2024-02-10,CUST118,410.73,Clothing,PayPal,New York
4415,2024-07-21,CUST201,449.38,Electronics,Credit Card,Miami
4416,2024-01-18,CUST877,180.05,Books,PayPal,New York
4417,2024-09-14,CUST481,11.24,Clothing,PayPal,Miami
4418,2024-10-19,CUST974,273.74,Groceries,PayPal,New York
4419,2024-09-21,CUST128,401.59,Books,Credit Card,Chicago
4420,2024-10-19,CUST360,38.3,Home,Cash,Miami
4421,2024-12-12,CUST991,393.1,Home,Credit Card,Miami
4422,2024-11-13,CUST813,481.35,Electronics,Debit Card,Los Angeles
4423,2024-03-16,CUST936,414.22,Electronics,Cash,Houston
4424,2024-03-02,CUST476,131.19,Home,PayPal,Houston
4425,2024-08-17,CUST423,358.81,Clothing,Credit Card,Miami
4426,2024-03-29,CUST930,101.21,Home,Cash,Chicago
4427,2024-03-26,CUST841,196.37,Books,Debit Card,Miami
4428,2024-04-18,CUST661,497.19,Groceries,Cash,New York
4429,2024-04-08,CUST721,489.54,Groceries,Credit Card,Los Angeles
4430,2024-03-05,CUST804,165.87,Clothing,Cash,Los Angeles
4431,2024-01-22,CUST759,274.93,Home,Cash,New York
4432,2024-08-04,CUST406,415.72,Books,PayPal,Houston
4433,2024-02-10,CUST8,137.05,Electronics,Credit Card,Houston
4434,2024-12-15,CUST963,447.43,Clothing,PayPal,Chicago
4435,2024-08-10,CUST384,168.86,Electronics,Credit Card,Miami
4436,2024-04-13,CUST801,118.61,Books,PayPal,New York
4437,2024-11-17,CUST230,156.26,Books,PayPal,New York
4438,2024-03-16,CUST520,22.7,Clothing,Cash,Houston
4439,2024-10-31,CUST291,460.81,Home,Cash,Houston
4440,2024-05-12,CUST275,351.5,Clothing,Debit Card,Houston
4441,2024-06-12,CUST901,319.01,Electronics,Credit Card,Chicago
4442,2024-02-04,CUST675,56.4,Groceries,Cash,Chicago
4443,2024-02-14,CUST271,39.22,Groceries,PayPal,New York
4444,2024-07-17,CUST315,436.93,Books,Debit Card,New York
4445,2024-10-11,CUST859,223.07,Books,PayPal,Chicago
4446,2024-07-22,CUST925,255.05,Home,Debit Card,Los Angeles
4447,2024-10-09,CUST815,259.52,Clothing,Cash,Houston
4448,2024-06-15,CUST932,38.15,Electronics,Cash,Chicago
4449,2024-05-21,CUST425,215.37,Clothing,Debit Card,Los Angeles
4450,2024-09-23,CUST690,494.5,Groceries,Credit Card,New York
4451,2024-08-22,CUST248,143.03,Clothing,Debit Card,Chicago
4452,2024-01-07,CUST5,130.92,Groceries,PayPal,Houston
4453,2024-12-24,CUST922,336.66,Books,Credit Card,Chicago
4454,2024-11-15,CUST931,182.93,Clothing,Cash,Los Angeles
4455,2024-10-27,CUST425,134.63,Home,PayPal,Los Angeles
4456,2024-09-24,CUST34,31.48,Books,Cash,Miami
4457,2024-08-02,CUST16,268.21,Groceries,Debit Card,Chicago
4458,2024-02-27,CUST27,410.63,Groceries,PayPal,New York
4459,2024-07-31,CUST158,440.11,Home,Debit Card,Miami
4460,2024-03-17,CUST810,345.77,Books,Credit Card,Los Angeles
4461,2024-03-16,CUST384,240.18,Books,Debit Card,Miami
4462,2024-10-17,CUST861,311.67,Groceries,Debit Card,Houston
4463,2024-10-28,CUST837,227.92,Electronics,PayPal,New York
4464,2024-10-25,CUST532,393.22,Groceries,Debit Card,Los Angeles
4465,2024-02-21,CUST840,58.04,Home,Cash,Miami
4466,2024-02-24,CUST760,322.68,Home,Cash,New York
4467,2024-10-15,CUST615,327.2,Electronics,Credit Card,Los Angeles
4468,2024-02-21,CUST326,455.62,Groceries,Debit Card,Houston
4469,2024-05-26,CUST344,364.38,Books,PayPal,Houston
4470,2024-10-01,CUST175,163.65,Electronics,Debit Card,Chicago
4471,2024-06-25,CUST983,323.61,Home,PayPal,Miami
4472,2024-07-29,CUST586,66.05,Home,Credit Card,Houston
4473,2024-05-15,CUST441,270.63,Electronics,PayPal,Houston
4474,2024-07-15,CUST248,480.37,Home,PayPal,Chicago
4475,2024-12-01,CUST570,258.68,Home,Credit Card,Houston
4476,2024-09-05,CUST997,131.45,Electronics,Cash,Houston
4477,2024-10-19,CUST401,271.74,Groceries,PayPal,Chicago
4478,2024-11-07,CUST198,196.07,Groceries,Credit Card,Los Angeles
4479,2024-08-30,CUST632,312.94,Books,PayPal,Chicago
4480,2024-01-20,CUST660,291.74,Books,PayPal,New York
4481,2024-03-29,CUST403,494.15,Electronics,Cash,Chicago
4482,2024-05-21,CUST849,266.21,Clothing,PayPal,Los Angeles
4483,2024-07-25,CUST53,389.32,Home,PayPal,Chicago
4484,2024-03-14,CUST821,442.98,Books,Cash,Houston
4485,2024-11-12,CUST955,383.35,Books,PayPal,Chicago
4486,2024-11-07,CUST592,301.43,Electronics,PayPal,Los Angeles
4487,2024-12-14,CUST440,156.51,Books,Debit Card,Miami
4488,2024-12-21,CUST132,492.72,Home,Debit Card,Los Angeles
4489,2024-07-24,CUST962,243.21,Clothing,Credit Card,Houston
4490,2024-01-20,CUST652,353.02,Books,Credit Card,New York
4491,2024-07-21,CUST400,419.57,Clothing,PayPal,Miami
4492,2024-06-18,CUST746,56.8,Electronics,Credit Card,New York
4493,2024-12-19,CUST178,420.67,Groceries,PayPal,Los Angeles
4494,2024-05-01,CUST413,342.11,Books,Debit Card,New York
4495,2024-01-26,CUST926,130.63,Home,PayPal,Houston
4496,2024-08-31,CUST326,120.11,Home,Debit Card,Miami
4497,2024-05-17,CUST530,406.06,Clothing,Cash,New York
4498,2024-07-09,CUST163,431.61,Home,Cash,New York
4499,2024-01-11,CUST448,493.32,Clothing,PayPal,Los Angeles
4500,2024-06-21,CUST237,272.52,Home,PayPal,Houston
4501,2024-06-04,CUST102,481.94,Books,PayPal,Miami
4502,2024-06-08,CUST728,356.68,Home,Cash,New York
4503,2024-05-23,CUST821,91.64,Groceries,Credit Card,New York
4504,2024-09-08,CUST130,70.44,Books,Credit Card,New York
4505,2024-12-22,CUST517,105.85,Groceries,Cash,New York
4506,2024-12-16,CUST122,280.59,Groceries,Cash,Los Angeles
4507,2024-02-20,CUST647,117.06,Groceries,PayPal,Los Angeles
4508,2024-04-26,CUST591,227.52,Books,Credit Card,New York
4509,2024-03-09,CUST804,263.12,Groceries,Credit Card,Miami
4510,2024-06-02,CUST402,122.94,Books,PayPal,Los Angeles
4511,2024-08-14,CUST864,397.21,Home,Cash,Los Angeles
4512,2024-06-13,CUST781,79.72,Electronics,Cash,Chicago
4513,2024-05-17,CUST643,60.8,Groceries,Credit Card,New York
4514,2024-08-01,CUST939,324.81,Electronics,Debit Card,Houston
4515,2024-11-05,CUST267,277.1,Books,Cash,New York
4516,2024-11-26,CUST858,19.89,Books,Cash,Miami
4517,2024-02-15,CUST567,460.38,Books,Debit Card,Miami
4518,2024-04-06,CUST163,82.77,Home,PayPal,New York
4519,2024-08-14,CUST972,441.37,Books,Credit Card,Miami
4520,2024-04-18,CUST331,108.99,Clothing,Debit Card,Houston
4521,2024-07-27,CUST209,90.34,Books,Credit Card,Chicago
4522,2024-09-05,CUST96,434.13,Clothing,Credit Card,Houston
4523,2024-09-21,CUST96,462.46,Groceries,PayPal,Miami
4524,2024-07-10,CUST27,357.29,Home,Credit Card,Miami
4525,2024-01-29,CUST448,280.74,Groceries,Cash,Chicago
4526,2024-09-20,CUST12,109.99,Groceries,Cash,New York
4527,2024-03-22,CUST644,77.12,Electronics,Credit Card,Houston
4528,2024-02-03,CUST789,27.17,Books,Cash,Houston
4529,2024-06-08,CUST608,62.9,Groceries,Debit Card,New York
4530,2024-12-29,CUST157,96.63,Home,PayPal,Miami
4531,2024-09-16,CUST29,91.99,Clothing,Cash,New York
4532,2024-07-25,CUST633,6.05,Clothing,Credit Card,Houston
4533,2024-03-10,CUST725,36.2,Electronics,Debit Card,Houston
4534,2024-09-25,CUST557,263.4,Home,Credit Card,Chicago
4535,2024-10-18,CUST943,233.35,Books,Cash,Chicago
4536,2024-01-15,CUST996,192.8,Home,Credit Card,Chicago
